time,angle_x_filter_R,angle_x_filter_L,angle_x_filter_M,angle_y_filter_R,angle_y_filter_L,angle_y_filter_M,angle_x_raw_R,angle_x_raw_L,angle_x_raw_M,angle_y_raw_R,angle_y_raw_L,angle_y_raw_M,radiation_R,radiation_L,radiation_M,temp_R,temp_L,temp_M
2018-01-29 21:49:34.356,0.137,-0.109,0.034,-0.053,-0.354,-0.358,0.126,-0.117,0.028,-0.052,-0.353,-0.369,677.0,677.0,686.0,19.1,19.7,21.6
2018-01-29 21:49:34.512,0.136,-0.11,0.033,-0.053,-0.355,-0.359,0.129,-0.117,0.034,-0.064,-0.353,-0.361,677.0,677.0,686.0,19.1,19.7,21.6
2018-01-29 21:49:34.637,0.136,-0.111,0.032,-0.053,-0.355,-0.359,0.129,-0.111,0.028,-0.058,-0.361,-0.364,677.0,678.0,686.0,19.1,19.7,21.6
2018-01-29 21:49:34.761,0.135,-0.111,0.031,-0.053,-0.356,-0.36,0.129,-0.117,0.022,-0.046,-0.366,-0.359,678.0,678.0,686.0,19.1,19.7,21.7
2018-01-29 21:49:34.886,0.135,-0.112,0.03,-0.053,-0.356,-0.361,0.129,-0.119,0.022,-0.052,-0.357,-0.359,678.0,679.0,686.0,19.1,19.7,21.8
2018-01-29 21:49:35.058,0.134,-0.112,0.029,-0.054,-0.357,-0.361,0.129,-0.113,0.022,-0.064,-0.365,-0.359,679.0,680.0,687.0,19.2,19.7,21.9
2018-01-29 21:49:35.183,0.133,-0.113,0.028,-0.054,-0.357,-0.362,0.129,-0.107,0.021,-0.052,-0.359,-0.37,680.0,681.0,687.0,19.2,19.8,22.0
2018-01-29 21:49:35.307,0.133,-0.113,0.028,-0.054,-0.358,-0.363,0.163,-0.125,0.021,-0.006,-0.363,-0.37,681.0,682.0,688.0,19.3,19.8,22.1
2018-01-29 21:49:35.432,0.133,-0.113,0.028,-0.054,-0.358,-0.363,0.121,-0.125,0.027,-0.064,-0.363,-0.375,682.0,683.0,688.0,19.3,19.9,22.1
2018-01-29 21:49:35.573,0.133,-0.113,0.028,-0.054,-0.359,-0.363,0.129,-0.118,0.022,-0.058,-0.368,-0.363,683.0,683.0,688.0,19.3,19.9,22.2
2018-01-29 21:49:35.713,0.132,-0.113,0.027,-0.055,-0.36,-0.365,0.125,-0.119,0.032,-0.07,-0.357,-0.36,684.0,683.0,689.0,19.3,20.0,22.3
2018-01-29 21:49:35.838,0.132,-0.114,0.027,-0.055,-0.36,-0.365,0.125,-0.125,0.028,-0.058,-0.363,-0.369,684.0,683.0,689.0,19.4,20.1,22.3
2018-01-29 21:49:35.963,0.132,-0.114,0.027,-0.056,-0.361,-0.365,0.126,-0.113,0.021,-0.052,-0.365,-0.38,684.0,683.0,690.0,19.5,20.2,22.3
2018-01-29 21:49:36.087,0.131,-0.115,0.027,-0.057,-0.362,-0.366,0.133,-0.123,0.021,-0.052,-0.359,-0.37,684.0,683.0,690.0,19.5,20.3,22.3
2018-01-29 21:49:36.243,0.131,-0.115,0.026,-0.058,-0.362,-0.366,0.129,-0.117,0.021,-0.064,-0.353,-0.37,683.0,683.0,691.0,19.6,20.3,22.2
2018-01-29 21:49:36.380,0.13,-0.117,0.026,-0.059,-0.363,-0.367,0.129,-0.125,0.028,-0.064,-0.363,-0.379,682.0,683.0,691.0,19.7,20.3,22.2
2018-01-29 21:49:36.505,0.13,-0.118,0.026,-0.06,-0.364,-0.367,0.126,-0.123,0.016,-0.059,-0.359,-0.366,682.0,682.0,691.0,19.7,20.3,22.2
2018-01-29 21:49:36.630,0.129,-0.119,0.026,-0.06,-0.365,-0.368,0.129,-0.124,0.022,-0.064,-0.373,-0.372,681.0,682.0,692.0,19.7,20.3,22.1
2018-01-29 21:49:36.801,0.129,-0.12,0.026,-0.061,-0.366,-0.368,0.129,-0.124,0.021,-0.064,-0.373,-0.37,681.0,682.0,692.0,19.8,20.3,22.1
2018-01-29 21:49:36.926,0.129,-0.121,0.025,-0.061,-0.367,-0.369,0.129,-0.124,0.022,-0.058,-0.373,-0.374,680.0,682.0,692.0,19.8,20.3,22.1
2018-01-29 21:49:37.051,0.128,-0.122,0.025,-0.062,-0.367,-0.369,0.129,-0.125,0.022,-0.064,-0.363,-0.374,680.0,681.0,691.0,19.8,20.3,22.2
2018-01-29 21:49:37.176,0.128,-0.122,0.025,-0.062,-0.367,-0.369,0.126,-0.124,0.021,-0.077,-0.373,-0.37,679.0,681.0,691.0,19.8,20.3,22.2
2018-01-29 21:49:37.316,0.128,-0.122,0.024,-0.062,-0.367,-0.369,0.121,-0.124,0.027,-0.064,-0.373,-0.375,679.0,681.0,690.0,19.8,20.3,22.3
2018-01-29 21:49:37.472,0.128,-0.122,0.024,-0.062,-0.367,-0.37,0.121,-0.112,0.028,-0.064,-0.356,-0.379,679.0,680.0,689.0,19.8,20.4,22.4
2018-01-29 21:49:37.597,0.128,-0.123,0.023,-0.062,-0.367,-0.37,0.121,-0.125,0.022,-0.064,-0.363,-0.368,679.0,680.0,689.0,19.9,20.4,22.4
2018-01-29 21:49:37.722,0.128,-0.122,0.023,-0.062,-0.367,-0.371,0.129,-0.132,0.021,-0.064,-0.37,-0.37,679.0,680.0,689.0,19.8,20.4,22.4
2018-01-29 21:49:37.847,0.127,-0.122,0.023,-0.062,-0.367,-0.371,0.125,-0.132,0.022,-0.07,-0.37,-0.374,679.0,680.0,689.0,19.8,20.4,22.3
2018-01-29 21:49:38.003,0.127,-0.122,0.023,-0.063,-0.367,-0.372,0.129,-0.119,0.016,-0.064,-0.37,-0.381,679.0,680.0,689.0,19.8,20.4,22.3
2018-01-29 21:49:38.143,0.125,-0.122,0.022,-0.064,-0.367,-0.373,0.121,-0.124,0.016,-0.064,-0.373,-0.379,680.0,680.0,690.0,19.7,20.4,22.2
2018-01-29 21:49:38.268,0.124,-0.122,0.022,-0.065,-0.368,-0.373,0.121,-0.126,0.015,-0.064,-0.377,-0.375,680.0,681.0,690.0,19.7,20.3,22.2
2018-01-29 21:49:38.393,0.123,-0.122,0.022,-0.065,-0.368,-0.374,0.118,-0.124,0.015,-0.076,-0.373,-0.388,681.0,681.0,691.0,19.7,20.3,22.2
2018-01-29 21:49:38.517,0.122,-0.122,0.022,-0.066,-0.368,-0.374,0.125,-0.13,0.015,-0.07,-0.38,-0.377,681.0,682.0,691.0,19.6,20.2,22.2
2018-01-29 21:49:38.689,0.122,-0.123,0.021,-0.067,-0.369,-0.374,0.116,-0.132,0.01,-0.077,-0.37,-0.376,681.0,682.0,691.0,19.6,20.2,22.2
2018-01-29 21:49:38.814,0.121,-0.123,0.021,-0.068,-0.37,-0.375,0.128,-0.124,0.015,-0.065,-0.367,-0.375,681.0,681.0,690.0,19.6,20.2,22.2
2018-01-29 21:49:38.939,0.121,-0.123,0.02,-0.068,-0.37,-0.375,0.129,-0.126,0.028,-0.064,-0.377,-0.377,681.0,681.0,690.0,19.6,20.2,22.2
2018-01-29 21:49:39.063,0.121,-0.124,0.02,-0.068,-0.371,-0.374,0.117,-0.129,0.015,-0.07,-0.366,-0.39,681.0,681.0,690.0,19.7,20.2,22.2
2018-01-29 21:49:39.204,0.121,-0.124,0.019,-0.068,-0.371,-0.374,0.125,-0.118,0.009,-0.07,-0.368,-0.382,681.0,681.0,689.0,19.7,20.2,22.3
2018-01-29 21:49:39.344,0.121,-0.125,0.019,-0.068,-0.372,-0.374,0.125,-0.132,0.015,-0.07,-0.383,-0.388,681.0,680.0,689.0,19.7,20.3,22.4
2018-01-29 21:49:39.469,0.121,-0.126,0.018,-0.068,-0.372,-0.374,0.117,-0.132,0.016,-0.07,-0.37,-0.379,681.0,680.0,689.0,19.7,20.3,22.4
2018-01-29 21:49:39.594,0.121,-0.126,0.018,-0.068,-0.373,-0.375,0.125,-0.118,0.015,-0.07,-0.368,-0.37,681.0,680.0,688.0,19.7,20.3,22.4
2018-01-29 21:49:39.719,0.122,-0.127,0.018,-0.068,-0.373,-0.375,0.117,-0.137,0.016,-0.07,-0.375,-0.379,681.0,680.0,688.0,19.7,20.4,22.4
2018-01-29 21:49:39.875,0.122,-0.127,0.017,-0.068,-0.374,-0.375,0.117,-0.129,0.015,-0.07,-0.366,-0.385,681.0,680.0,689.0,19.7,20.4,22.4
2018-01-29 21:49:40.031,0.122,-0.128,0.017,-0.069,-0.374,-0.376,0.126,-0.13,0.009,-0.077,-0.38,-0.382,680.0,681.0,689.0,19.7,20.4,22.4
2018-01-29 21:49:40.155,0.122,-0.129,0.017,-0.069,-0.375,-0.377,0.125,-0.126,0.009,-0.07,-0.377,-0.378,680.0,681.0,689.0,19.7,20.3,22.3
2018-01-29 21:49:40.280,0.121,-0.129,0.017,-0.07,-0.375,-0.377,0.116,-0.126,0.003,-0.077,-0.377,-0.354,679.0,681.0,690.0,19.8,20.3,22.3
2018-01-29 21:49:40.405,0.121,-0.129,0.016,-0.07,-0.375,-0.377,0.125,-0.136,0.022,-0.053,-0.386,-0.384,679.0,681.0,690.0,19.8,20.3,22.2
2018-01-29 21:49:40.577,0.12,-0.13,0.016,-0.071,-0.375,-0.378,0.115,-0.126,0.005,-0.071,-0.377,-0.369,679.0,681.0,691.0,19.8,20.3,22.1
2018-01-29 21:49:40.717,0.12,-0.13,0.016,-0.071,-0.376,-0.378,0.117,-0.139,0.022,-0.059,-0.379,-0.384,679.0,680.0,691.0,19.8,20.4,22.1
2018-01-29 21:49:40.842,0.119,-0.13,0.015,-0.072,-0.376,-0.378,0.116,-0.136,0.009,-0.077,-0.386,-0.382,679.0,680.0,692.0,19.8,20.4,22.0
2018-01-29 21:49:40.967,0.119,-0.131,0.015,-0.072,-0.376,-0.378,0.117,-0.132,0.009,-0.07,-0.37,-0.382,679.0,679.0,692.0,19.8,20.4,22.0
2018-01-29 21:49:41.107,0.119,-0.131,0.014,-0.072,-0.377,-0.378,0.112,-0.125,0.009,-0.083,-0.375,-0.387,679.0,679.0,692.0,19.8,20.4,21.9
2018-01-29 21:49:41.263,0.118,-0.132,0.013,-0.072,-0.377,-0.378,0.113,-0.138,0.015,-0.077,-0.39,-0.385,678.0,679.0,692.0,19.8,20.5,22.0
